"CONTEXT","INFERENCE","LABEL","CONTEXT_FROM","INFERENCE_FROM"
"A woman in a mostly black outfit and white helmet riding a bike with blurred trees in the background .","The helmet fits .","5","snli","joci"
"Here is a picture of someone demonstrating how cement is made .","The here is a location .","5","snli","joci"
"Kim gathered all her pots and pans from the kitchen","She hit them with a wooden spoon to hear the tone.","3","roc","roc"
"His eyes filled with joyous expectation, a skier prepares for a jump.","A skier is about to race.","3","snli","snli"
"An older man is riding his bike in front of a large cruise ship that is sitting in port.","The man wishes he was on the ship","3","snli","snli"
"A man wearing swim goggles is doing the crawl in a lane in a swimming pool.","Nobody is in a pool.","2","snli","snli"
"Beth was making a pie for thanksgiving","She loved to cook, and she loved cherry pie.","3","roc","roc"
"An Asian man is going over some paperwork that is sitting on a table with a pink carnation to two other men and a woman all of which are wearing glasses.","The man is white","1","snli","snli"
"Native Americans in decorative dress appear to be celebrating for a cause.","there are two people .","3","snli","seq2seq"
"Two teenage girls hold a card referring to periods as they smile.","two girls are smiling .","5","snli","seq2seq"
"Beth was eating pistachios when Kim asked for one","She cracked the shell and ate the nut.","4","roc","roc"
"A girl wearing a white polka dotted pink bow in her hair squeezes a bubble in front of her face.","A girl squeezes a bubble.","5","snli","snli"
"Two women share gossip while waiting for a bus.","Two women exercising","2","snli","snli"
"A family cuts a Christmas tree .","The tree is a woody plant .","5","snli","joci"
"Two baseball players are exchanging a handshake.","Two base ball players are shaking hands.","5","snli","snli"
"Softball pitcher pitching","A softball pitcher enjoys playing softball.","5","snli","snli"
"A plat is sitting on the floor next to a blond girl.","two girls are sitting down","3","snli","seq2seq"
"A young man is taking a self-portrait of his reflected image with a medium format camera while standing on an escalator.","A man is taking a picture.","5","snli","snli"
"Two competitors in the last leg of a race , strong legs , long strides to the end .","The strides are a step .","5","snli","joci"
"Two women stand on a beach and perform stretches or yoga together , facing towards the water and away from the camera .","The yoga is an exercise .","5","snli","joci"
"A bricklayer smoothing out concrete .","A father works as the bricklayer .","3","snli","joci"
"Here is a man wearing a gray hat with a flower boutonniere raising his glass .","The boutonniere is an adornment .","5","snli","joci"
"A fleet of small fishing boats coming to shore .","Firefighters deploy the fleet .","2","snli","joci"
"Ricky was a fantastic musician","The guitar had once belonged to Elvis Presley.","2","roc","roc"
"The woman was short on money for rent.","She quit her job.","2","copa","copa"
"The child let go of the balloon string.","The balloon deflated.","3","copa","copa"
"A bulldozer works to demolish a decrepit building; in the background, another brick building waits for its demise, its face covered with a grid of blackened window-holes.","the building is safe a secure in the background","1","snli","snli"
"A person in a heat resistant suit is putting a metal mod in a pool of molten substance.","the man is swimming in the lake","1","snli","snli"
"Brian placed his lab sample on the scale and waited","The scale gave an error reading.","3","roc","roc"
"A young woman lifts her voice in song in a field near an old wooden structure .","The voice is a communication .","4","snli","joci"
"Tom loved the game of basketball","Tom even played during school.","5","roc","roc"
"A woman wearing shorts is feeding two llamas or alpacas in a field.","a woman is petting some llamas in a field","4","snli","snli"
"A woman in a green skirt and pink underskirt leans back as she kneels.","The woman is fully clothed","3","snli","snli"
"Ric thought he 'd missed his favorite tv show 's return","Suddenly, there his show was, just beginning to come on the air.","4","roc","roc"
"This is when daddy taught her how to ride her scooter .","The daddy is a father .","5","snli","joci"
"Eight people sitting down at a table indoors for refreshments.","Humans are indoors.","5","snli","snli"
"Gina 's friend Tami had a new unicorn folder","Gina wanted to know where she got it.","5","roc","roc"
"Two men wrestle one in black wrestling gear the other in red, white, blue and gray while the referee leans in close.","Two men are wrestling as a referee observes.","5","snli","snli"
"Girl in red jacket ponders while sitting in an art museum with cubes on the floor.","The girl is thinking about a display of cubes.","5","snli","snli"
"A woman is laying down on the pavement of her campsite.","A woman laying down on the pavement.","5","snli","snli"
"Four hunks of meat spin on a spit while a man cuts food with a knife in the background.","Man cutting meat","5","snli","snli"
"A man with a cigarette sits on the stoop .","The stoop is a porch .","4","snli","joci"
"A sumo wrestler accepting an award .","The award is a grant .","3","snli","joci"
"A little girl is attaching connectors to a battery powered light bulb .","A wire goes to the connectors .","5","snli","joci"
"A woman in an orange vest and blue shirt makes blue corn tortillas.","A woman in an orange vest and blue shirt is making food.","5","snli","snli"
"A working man is burning logs, he is wearing a hat and white uniform.","Working man trying to set fire to logs","5","snli","snli"
"Ashley made onion rings and fries","She waited a half hour for them to cook in the oven.","5","roc","roc"
"Going to the bookstore was a spur of the moment decision","A person visits the bookstore .","5","roc","joci"
"The chef pressed down on the dough.","The dough crumbled.","3","copa","copa"
"the local kids are having a footrace .","The footrace is a race .","5","snli","joci"
"A tugboat is parked at the pier with a house on deck .","The tugboat docks at a pier .","5","snli","joci"
"A logger cutting down a large tree trunk in barren woods.","The trees are all dead.","2","snli","snli"
"A group of men are re-enacting a battle and have a woman as their prisoner.","The imprisoned woman seems scared.","3","snli","snli"
"Sherry adored her husband Henry and - they 'd been married for Years","The Years are a life .","5","roc","joci"
"Aaron landed an arrow dead center on a target","He had been practicing for an upcoming competition.","4","roc","roc"
"A man in a brown jacket , white shirt , and dark slacks is holding a book with his finger on the page while sitting on a wooden floor , and leaning against a yellow wall with a door on one side and cloths on hangers on the other side .","The hangers are a support .","5","snli","joci"
"A group of people look on as a group of hot air balloons are inflated before takeoff.","Some people are outside.","5","snli","snli"
"Lucy sat on the porch in the warm summer sun","A fire melts the porch .","2","roc","joci"
"A woodcarver is carving a bald eagle out of wood at a carnival as spectators look on .","The woodcarver is a woodworker .","5","snli","joci"
"A man in a green apron roasts a pig over coals . '","The apron is a stage .","1","snli","joci"
"A man bent over in a forest wearing a red shirt and blue jeans, tapping the trees for maple syrup.","There are at least two trees in the forest.","5","snli","snli"
"A male doctor takes measure of a woman 's blood pressure .","The measure is an abstraction .","1","snli","joci"
"An African dressmaker puts the finishing touches on a garment while two women watch .","A mother works as the dressmaker .","3","snli","joci"
"A giant billboard of a man's abs","A giant billboard of a person&apos;s abs","5","snli","snli"
"many people stand in a riot.","many people are in the crowd .","5","snli","seq2seq"
"Man at party receiving beer pillow gift.","A man is being given something.","5","snli","snli"
"A young woman carries a lot of colorful scarves on the beach .","The scarves are a garment .","5","snli","joci"
"Ben was resting in his dog cage all day","Although I offered him food and water, he didn't bother to move.","3","roc","roc"
"Two male Asian preteens giving the peace sign to the camera","Two girls do a thumbs up at a camera.","3","snli","snli"
"Plans were announced to replace a local park with a shopping mall.","Environmentalists started a petition.","3","copa","copa"
"A person is cooking what look likes sauce.","The person grills steaks.","2","snli","snli"
"A vibrant tracker hikes through a scenic trail .","The tracker finds a trove .","3","snli","joci"
"The woman won the lottery.","She bought a yacht.","2","copa","copa"
"Ethan was doing some spring cleaning","He found a lot of things that he didn't use anymore.","4","roc","roc"
"Jason lost his in the campus clinic","The clinic is a medical institution .","5","roc","joci"
"Bicycle sportsman leaps bike in the air on a camping trail.","The sportsman is in a competition.","3","snli","snli"
"Three women huddling for warmth under a blanket.","Three sisters huddling for warmth under a comforter after the furnace blows out in the middle of winter.","3","snli","snli"
"One woman playing an oboe behind a woman playing a violin and eyeing sheet music.","the ladies play instruments on a tuesday","3","snli","snli"
"The woman betrayed her friend.","Her friend sent her a greeting card.","2","copa","copa"
"A woman sells flowers and incense at the market.","A woman is selling things that smell good.","5","snli","snli"
"The heavyset man decided to lose weight.","He avoided caffeine.","4","copa","copa"
"A woman with an umbrella is sitting at a station , with an Aquos commercial on the wall .","The commercial shows a man .","3","snli","joci"
"Matt liked playing the piano","A person moves the piano .","3","roc","joci"
"Dan led a group of students in protest of the school dress code","The principal said anyone defying the code would be suspended.","4","roc","roc"
"Two kids discuss their woes around the dinner table.","Two kids are playing in the living room","2","snli","snli"
"A man taking his son 's bicycle to a repair shop after it had a puncture .","A plug fixes the puncture .","3","snli","joci"
"A little girl in a yellow shirt holding a big snail.","A little girl ate the snail","2","snli","snli"
"For mother 's day Jane cooked her mother 's favorite meal","A person prepares the meal .","5","roc","joci"
"Jenny was crying when she came home from school today","Jenny said she left her textbook at school.","3","roc","roc"
"Ivy 's mom took her for a pedicure","She'd never shown her feet before!","2","roc","roc"
"An urban street corner features a white van and a bicycle rider to the left of a brown building which has a variety of objects on display in front of it .","The left is a hand .","1","snli","joci"
"Four soldiers with bayonets are standing in front of their superior.","humans standing","5","snli","snli"
"Tim wanted to go sledding for the first time","The sledding is a sport .","5","roc","joci"
"A man is performing a jumping trip on his bicycle.","a man is riding a bike .","5","snli","seq2seq"
"It was Ben 's first day of kindergarten","He was very nervous that he wouldn't know anyone in his class.","3","roc","roc"
"The town received several inches of snow.","People hid underground.","1","copa","copa"
"A cold draft came in through the window.","I shivered.","4","copa","copa"
"I encountered an old friend.","I revealed a secret to him.","3","copa","copa"
"A woman with an orange shirt is holding a trey with ice cream and ice cream cones on it.","The woman is at a party.","3","snli","snli"
"The police officer pulled over the celebrity.","The celebrity offered the officer a bribe.","3","copa","copa"
"One man with glasses, dressed in fatigues is pointing and talking to other men standing next to him.","A soldier gives directions to a visitor to a military base","3","snli","snli"
"There was a poor child sitting on the street","He had only a loaf of bread left.","3","roc","roc"
"Drew thought there would be enough time to explore the arguments ' mass","The arguments are a discussion .","5","roc","joci"
"A man in a yellow jacket stands in front of a yellow hutch.","The man is seated at the dining room table.","2","snli","snli"
"A man stands on a peak near a statue .","The peak is an extreme point .","4","snli","joci"
"The jewelry thieves were caught.","The cost of the stolen jewelry was calculated.","5","copa","copa"
"A skydiver hangs from the undercarriage of an airplane or some sort of air gliding device.","The skydiver is outside","5","snli","snli"
"Jockey riding a racehorse on a racetrack.","Jocky is sleeping while riding a horse.","1","snli","snli"
"A man sailed his small boat off the coast of the beach on a hot day","He came upon a large iceberg that drifted in his path.","2","roc","roc"
"Harry bought a dictionary and read it all night","The dictionary is a wordbook .","5","roc","joci"
"An Asian couple walks in the shopping district.","People are strolling.","5","snli","snli"
"This man is working in the refinery .","Employees seem to like to work in the refinery .","3","snli","joci"
"A man in overalls helps to raise a wooden stair banister with a pulley system.","The man is asleep in bed.","1","snli","snli"
"A little boy is running down the aisle clutching a book .","A person goes down the aisle .","5","snli","joci"
"A dark-haired drummer is playing his set with enthusiasm .","A mood contrasts with the enthusiasm .","3","snli","joci"
"Since it was Independence Day we - decided to light fireworks","We carefully selected a good spot to place them.","4","roc","roc"
"5 people are in a room with a bookcase and chairs, 2 standing and 3 sitting.","A bunch of kids are swimming in the pool in the backyard.","2","snli","snli"
"people making strawberries drink on a hot day.","people are making drinks","5","snli","snli"
"A man in overalls helps to raise a wooden stair banister with a pulley system.","The man is remodeling his home and using a pulley system to place the wooden stair banister in.","5","snli","snli"
"Seagulls fighting over a scrap of bread .","The scrap is a fragment .","5","snli","joci"
"The child complained that his stomach was hurting","The hurting is an ill health .","1","roc","joci"
"A young boy shovels sand into a mold .","The mold is fungus .","5","snli","joci"
"Two little puppies chase each other on a stone wall .","The puppies bark .","5","snli","joci"
"Three people, two males and a female, work in shallow dug out pits during an archaeological excavation.","Two men and one women are working.","5","snli","snli"
"A little baby is playing with the nozzle of a vacuum cleaner .","The nozzle is a spout .","4","snli","joci"
"Little Billy got an iguana for his birthday","Billy felt terrible, like his neglect had hurt his pet.","3","roc","roc"
"A samurai warrior in full black dress takes his sword from the sheath on an outdoor training mat.","A samurai is training outside","5","snli","snli"
"An Asian woman mixing cucumbers .","A person could eat the cucumbers .","5","snli","joci"
"Jessica lived many years ago in a rural village","A person returns to the village .","3","roc","joci"
"Dave found an axe in his garage","He touched the stains.","2","roc","roc"
"A small stand shop in India that sells snacks and coke .","A person drinks the coke .","4","snli","joci"
"The couple got engaged.","They planned a wedding.","5","copa","copa"
"The woman punched her attacker in the nose.","The attacker started to bleed.","4","copa","copa"
"A small baby is in a plastic cradle.","A small baby stands near a cradle.","1","snli","snli"
"Two men working at a Donut Shop promote their new product candied apples as Customers decide what is the healthiest option.","two men are working .","5","snli","seq2seq"
"Gina 's sister started a fight","Gina was trying not to hit her.","3","roc","roc"
"Rose got an inflated ball to use for exercise","The exercise is an effort .","5","roc","joci"
"Amy checked out 3 books from the library","The books are a publication .","5","roc","joci"
"A tarp wrapped around a tree and a watering can.","A watering can was used for watering the tree.","4","snli","snli"
"In a train station , an attractive woman in a blue skirt and jacket , surrounded by her luggage , passes time with a crossword .","A person fills in the crossword .","5","snli","joci"
"For mother 's day Jane cooked her mother 's favorite meal","She spent several hours cooking it.","5","roc","roc"
"In a gym setting, two men, one airborne and the other kicking, are performing martial arts moves opposite each other while two other men in the background are observing and applauding.","In a gym setting, two men, one airborne and the other kicking, are not performing martial arts","1","snli","snli"
"A woman walking by two cardboard cowboy gunslingers outside of a building with Dave written on it.","A man is walking by a building.","3","snli","snli"
"An Army drill instructor guiding his platoon in marching formation .","The platoon is an army unit .","5","snli","joci"
"A native girl in a green shirt readies a slingshot.","girl aims at target","3","snli","snli"
"A girl sits on a bench holding an inflatable tiger next to another girl in a colorful outfit .","The tiger is a person .","1","snli","joci"
"5 country farmers harvesting wheat.","5 farmers harvesting coconut","1","snli","snli"
"I was trying to tell my uncle a message","However, he kept interrupting me when I'm talking.","4","roc","roc"
"The instructor announced the lab that we 're going to perform","Therefore, I decided to complete the whole experiment by myself.","3","roc","roc"
"Tam wanted to join the army","The army is an agency .","5","roc","joci"
"A businessman gets his shoes shined in the city .","The shined is brightness .","5","snli","joci"
"people sitting in wood chairs along a palm lined street with tall lanterns .","A fire is started by the lanterns .","3","snli","joci"
"A man in a crowd holds a sign that says ""Those who blame Israel are hypocrites.""","A man is in public.","5","snli","snli"
"A woman sits hidden in the dried stray awaiting an animal in the wild.","A woman is sitting and sweating in dried stray","4","snli","snli"
"My mother 's cat was ill so - my brother took it to the vet for her","The vet is killed .","2","roc","joci"
"Selma dropped a piece of cheese on her way to the dining room","The piece is a part .","5","roc","joci"
"The traveler walked on the shaky suspension bridge.","He felt ecstatic.","3","copa","copa"
"A man cooking sausage and bacon over an open fire .","A person uses the bacon .","4","snli","joci"
"The parents wanted their children to go to college.","They set aside a savings fund for tuition.","4","copa","copa"
"A child is riding a mountain bike as he passes by an ornamental gateway.","a child is riding a bike .","5","snli","seq2seq"
"The family is enjoying their dinner .","The dinner is a party .","5","snli","joci"
"The woman was deemed mentally ill.","She sought a career as a psychiatrist.","2","copa","copa"
"People wonder why rappers move to Europe","Johnny went to a club in Europe for seven dollars.","2","roc","roc"
"They are having a karate class, a karate is part of self-defense","The class is playing dodge ball.","1","snli","snli"
"A group of people dressed in swimwear standing outside in a snowy, woodsy location.","People having fun in during winter in their bathing suits.","5","snli","snli"
"Dan was excited to claim his prize in the cereal box","He tore the bag of cereal and began digging.","5","roc","roc"
"A young boy and girl wearing coats, hats, and boots are at the beach looking at something that they found.","A young boy and girl are on top of a building","1","snli","snli"
"Dan and his family were watching football","A person concentrates on the football .","4","roc","joci"
"A stout, elderly man wearing a red checkered shirt, black shorts, sandals, and a green cap casts his line over a balustrade into murky waters, while several others in the background do the same.","A group of people are casting their lines into some water.","5","snli","snli"
"This winter I went skiing in Alaska with my friend","We were skiing all day because it was so fun.","4","roc","roc"
"The rider throws his hand up for balance as the brown horse bucks.","The rider falls off of a calm horse.","4","snli","snli"
"Two weary looking men in a boxing match both have one glove under their chin and the other touching the other man's head.","The men have fought to a draw.","3","snli","snli"
"Lucy spilled bleach on her favorite jeans","She didn't know the stain was permanent.","3","roc","roc"
"A man is removing a garter for a lady.","The man and woman just got married.","3","snli","snli"
"I had a dream last night","The night is a twilight .","4","roc","joci"
"A child is riding a mountain bike as he passes by an ornamental gateway.","The child is pedaling the bike.","5","snli","snli"
"Several bike riders in a parade, wearing American paraphernalia with onlookers nearby.","People are sitting and watching a parade.","3","snli","snli"
"An older man with his nipples peirced stands shirtless.","The woman lost her shoes and cannot walk home.","1","snli","snli"
"A girl makes waffles in the kitchen .","A person is a sucker for the waffles .","3","snli","joci"
"I watched my snake try to eat a fish","The try is unsuccessful .","3","roc","joci"
"A young woman playing hopscotch .","A person leaves the hopscotch .","3","snli","joci"
"Ned worked at a burger joint","The joint is a spot .","5","roc","joci"
"Three women and two men are standing at the foot of a large staircase holding stringed instruments and a clarinet .","The clarinet is a single-reed instrument .","5","snli","joci"
"A runner slides into second base while the shortstop waits for the ball","A fast runner slides into second base while the shortstop waits for the ball","4","snli","snli"
"A young girl suspended by rope next to a mesh.","A little girl is laying in her bed","1","snli","snli"
"A college baseball player runs the bases while a pitcher throws .","A person has to lay the bases .","3","snli","joci"
"A group of people enjoying an outing on a boat.","THERE ARE MEN ARE ON A BOAT","4","snli","snli"
"The nurse smiles as she gently rubs the tummy of the sleeping child.","The sleeping child is in the hospital.","5","snli","snli"
"A young man wearing all great is filling a cooler up with an assortment of foods.","A man loads up a cooler full of food","5","snli","snli"
"My parents live a few blocks from me","The blocks are a housing .","4","roc","joci"
"An Asian man sits on a stoop polishing cookware.","The woman sat polishing her shoes.","2","snli","snli"
"Fred had heard about a meteor shower that evening","He got all of the details about the time and viewing.","4","roc","roc"
"There was a huge snow storm last year","After the snow stopped Mike went to snow blow.","0","roc","roc"
"The goaltender is crouching in front of the goal .","A person runs into the goaltender .","3","snli","joci"
"The man is digging to find something important, gems, gold or other sort.","Some men are digging to find something important, gems, gold or other sort.","3","snli","snli"
"Four asian children, three girls and one boy, sit behind a volcano diorama.","Four Hispanic children are watching the sun rise.","2","snli","snli"
"A small group of people basks on shingle at lake or seashore .","The seashore is a shore .","5","snli","joci"
"Mom woke Ryan up and told him there was no school today","Ryan had breakfast and hurriedly got ready to go build a snowman.","3","roc","roc"
"A man is selling hotdogs on a walkway, and there are tons of pigeons.","someone is doing a trick .","3","snli","seq2seq"
"A hostess in a restaurant , wearing a uniform and a black hat is cleaning one of the tables .","A person asks the hostess .","3","snli","joci"
"Lee loved swimming","The swimming is a water sport .","5","roc","joci"
"Mike needed to plant seeds after the winter","The seeds are an inspiration .","3","roc","joci"
"I used to live in the South End of Boston","The bike shop opened up on Tremont Street.","2","roc","roc"
"A curly-haired mannequin advertises a special price for corsets .","The price is a cost .","5","snli","joci"
"Tourist wife upset with husband who ca n't makeup his mind .","The mind is an intelligence .","5","snli","joci"
"The student knew the answer to the question.","He raised his hand.","4","copa","copa"
"Some people have the most unusual centerpieces at their parties.","Some men have unusual centerpieces at their parties.","4","snli","snli"
"Three people are in an alley with a dumpster, one skateboarding over the dumpster while the other two look on.","A person is riding a skateboard.","5","snli","snli"
"A man smiles, while clinking ale bottles, with an unseen person, at a public establishment.","A man smiles, while clinking ale bottles, with an unseen person, at a bar.","5","snli","snli"
"Five people are playing classical musical .","A person loves the musical .","4","snli","joci"
"Several people dressed in blue, one is twirling a ribbon","People in a parade.","2","snli","snli"
"Ryan wanted to give Darcy a massage","Darcy decided to let him.","4","roc","roc"
"Causal orchestra members play in a church sanctuary as the stain glass window and elegant columns stand boldly behind them.","The church is quiet.","1","snli","snli"
"A tailor uses a long pole to search for a certain piece of fabric suspended above him.","A man is using a tool.","5","snli","snli"
"The man's girlfriend broke up with him.","She introduced him to her parents.","2","copa","copa"
"My mom left the shopping cart by the checkout section","The cart is used to transport an arm .","2","roc","joci"
"Russ drove to the store to buy some food","The food is a substance .","5","roc","joci"
"Sam bought a new clock","He was very sad.","2","roc","roc"
"A man in blue jeans dances with his girlfriend who is wearing a white shirt.","A man is with his girlfriend.","5","snli","snli"
"New sport is being played to show appreciation to the kids who can not walk.","People are playing a sport in honor of crippled people.","5","snli","snli"
"A woman with dark hair is hanging up clothes to dry .","A person hangs up the clothes .","5","snli","joci"
"An male entertainer is wearing women 's clothing that consists of a pink tank top , skirt , knee high socks , and a hairnet , performing on a unicycle a juggling knives while a crowd watches .","The hairnet is a net .","5","snli","joci"
"A group of men wearing old military uniforms are standing in formation while they demonstrate the use of their rifles to a group of onlookers on a city street.","A group of men sitting in a park.","3","snli","snli"
"Six small children in coats are gathered around a food cart selling chestnuts for 2.00 Euros .","The chestnuts are a horse .","1","snli","joci"
"The scratch in my skin was deep.","It healed quickly.","2","copa","copa"
"A line of men in white uniforms with pale blue flaps on their shoulders as well as some type of gold badge on their chest being scolded by a drill sergeant.","The men in the uniforms are part of a drill team that plays drums in parades.","3","snli","snli"
"A young man is taking a self-portrait of his reflected image with a medium format camera while standing on an escalator.","A young man wants to test his camera by taking a reflection picture.","4","snli","snli"
"The stranger cried out to me in a foreign language.","I stared blankly at him.","4","copa","copa"
"My girlfriend had just broken up with me","My last remaining relative told me she regretted not aborting me.","2","roc","roc"
"Performing some bike maintenance, the lady lubricates a frame before assembly is completed.","The woman is sewing a shirt.","1","snli","snli"
"A woman plays the harpsichord while a man plays the recorder.","A woman and man are playing musical instruments.","5","snli","snli"
"Alysha forgot to take her lunch to school","She called her sister to bring her some lunch.","4","roc","roc"
"Groups of young adults relax using various methods on a Greenspace.","Some adults are outside.","5","snli","snli"
"I decided to fry some chicken","The chicken is required .","5","roc","joci"
"Three vikings walking on the boardwalk.","the vikings walk","5","snli","snli"
"Voters are waiting to vote.","there are people waiting outdoors .","3","snli","seq2seq"
"Two little girls , one on the floor , and one on the top bunk , are showing off their princess castle bunk bed .","A person lays down on the bunk .","5","snli","joci"
"An African American girl who had just received a doll from a family who adopted her from the states .","The states are an executive department .","4","snli","joci"
"Two kids work on a science experiment with leaves at a park bench.","The adults are doing their science project at home.","1","snli","snli"
"The man shuffled through the papers.","He shredded the papers.","2","copa","copa"
"The outfielder dives to catch the popup at center field.","An outfielder is dressed in a speedo and running around asking &quot;can I have one of those?&quot;.","1","snli","snli"
"Jenny finally got the saddle on her horse","A person picks up the horse .","1","roc","joci"
"Amy decided she wanted to learn to play the piano","She registered for a class at school.","4","roc","roc"
"A man wearing a breathing filter is painting some marks with red paint on a large, blue painting.","He is working on a painting.","5","snli","snli"
"An art student uses a blue Sharpie to create a pattern on thick , white poster board .","The Sharpie is an actor .","1","snli","joci"
"Benny woke up in the middle of the night","He slowly walked downstairs into the kitchen.","3","roc","roc"
"The cowgirl threw her lasso towards the horse.","The horse trotted into the barn.","3","copa","copa"
"Bicyclist walks bike down a tunnel that does n't allow cycling.","A bicyclist wants to take more chances and do something risky.","3","snli","snli"
"The man woke up with a toothache.","He made an appointment with the dentist.","4","copa","copa"
"Three women and two men are standing at the foot of a large staircase holding stringed instruments and a clarinet .","A person is mediocre with the clarinet .","3","snli","joci"
"Three asian women purchasing and shopping for postcards in a modern store.","Three women shop for clothes.","1","snli","snli"
"A glass filled with water is being filled with fish eggs .","The eggs are a foodstuff .","3","snli","joci"
"A man is selling hotdogs on a walkway, and there are tons of pigeons.","The man is a mime.","2","snli","snli"
"Two men are engaged in dialogue while sitting on a bench","Two men talk about politics in the park.","3","snli","snli"
"I do surveys online to make extra cash","Recently, I did a survey on Amazon that changed my life forever.","2","roc","roc"
"A woman wearing headphones enjoys her coffee while writing on a notepad.","The woman has a notepad.","5","snli","snli"
"A man grills hotdogs and bratwurst on a grill on a street corner.","A man grilling on the street.","5","snli","snli"
"Jack wanted to learn how to ice skate","A puck deflects off the skate .","3","roc","joci"
"A grocery store checkout where a checker is counting out change.","The store is full.","3","snli","snli"
"In a big murder trial the - defendant had a strange strategy","For his lawyer he chose a 12 year old kid.","2","roc","roc"
"Pops and the girls taking 40 winks .","The winks are a reflex .","3","snli","joci"
"People buying groceries after massive earthquakes had hit their hometown in recent weeks","People are at a concert.","1","snli","snli"
"Jen had an appointment with her professor","She left the house during rush hour.","3","roc","roc"
"A coach and referee have a discussion while a baseball game is in progress .","A person welcomes the discussion .","3","snli","joci"
"The fortune teller's revelations were convincing.","She received many returning customers.","3","copa","copa"
"Moe flew a kite on a windy day","The kite flew right into a tall tree.","4","roc","roc"
"I thought carefully about the problem.","I asked for advice.","4","copa","copa"
"A man with bandanna hold a rattle in his left hand while reaching for a snake with his right over a blue carpet and next to a large branch .","The rattle holds an interest .","3","snli","joci"
"A man is describing stuff using chalk on a chalkboard.","The man is a teacher.","3","snli","snli"
"One guy in shorts and bare chested with tattoos , nipple piercings and wearing a metal necklace has one hand at hip level and the other hand bent upward and positioned very close to a knife that is in his open mouth .","The knife is a weapon .","5","snli","joci"
"Liz 's babysitter told her that dragons and fairies were n't real","Even the dragon and fairy books went in the trash.","3","roc","roc"
"A black-haired man drives a red Coca Cola truck down a highway, with tall green Palmettos on his right hand side.","A man is driving the official coca cola truck down the highway.","5","snli","snli"
"A woman is presenting various documents using multimedia equipment.","A woman is waiting in line for a cup of coffee.","1","snli","snli"
"Frida wanted to crochet a scarf for her boyfriend","Frida lost track of how much she crocheted.","3","roc","roc"
"Sonya was a great runner","She was always out running.","5","roc","roc"
"A farm woman wearing blue waders, a pink shirt, and a straw hat is harvesting rice in a paddock.","There is a cow providing assistance with the rice harvest.","3","snli","snli"
"Man uses sharp knife to cut small squares out of a soft material .","The squares are a hand tool .","1","snli","joci"
"I spilled wine on my shirt.","I changed my shirt.","5","copa","copa"
"A firefighter climbs up a ladder towards flames while surrounded by smoke .","The flames burn .","5","snli","joci"
"Katie was making a casserole in home ec class","The casserole blows up .","2","roc","joci"
"A man wearing a black suit is surrounded by many people inside a building with busts of people on the wall.","A man is in a building with people.","5","snli","snli"
"A newswoman being filmed in Times Square.","She is in Japan.","1","snli","snli"
"Darren went out on the weekend","He ended up losing his cell phone.","3","roc","roc"
"A girl and her fiancee getting lady for some romantic moments after a long day at work.","A couple getting ready to have a threesome.","2","snli","snli"
"A girl and her fiancee getting lady for some romantic moments after a long day at work.","A couple getting ready.","5","snli","snli"
"Cameron loved to surf but - his broken leg meant he could n't for now","His friend asked if Cameron would photograph his surf sessions.","4","roc","roc"
"A man plugs his nose while trying something with an obvious pungent odor as his female friends laughs it on .","A person notices the odor .","5","snli","joci"
"A guy named john was studying for chemistry","He didn't know how to do one problem.","3","roc","roc"
"A man collecting driftwood along side a body of water.","A tall human collecting","3","snli","snli"
"Lab technicians are working on a project and teaching the new tech the procedures of the project.","A group of lab technicians showing a new employee how they are supposed to handle the equipment inside the lab.","4","snli","snli"
"The car looked filthy.","The owner took it to the car wash.","5","copa","copa"
"Nancy had a problem with her bad breath","Nancy went to her dentist and he cleaned her teeth.","3","roc","roc"
"A man dressed in civil war era clothing holds a musket .","The musket replaces a bow .","3","snli","joci"
"While some people look in the barn , others walk on the bridge and some are enjoying cooling off in the water by the beach .","A person goes into the barn .","4","snli","joci"
"Gina had applied at a number of stores downtown","After a week she called the ones she liked herself.","3","roc","roc"
"A young man loses his balance on a stepladder as three others stand around in various poses.","A young man doesn&apos;t lose his balance","1","snli","snli"
"A showman serenades his guests at a Hawaiian resort.","A showman gives his audience the silent treatment.","1","snli","snli"
"Sam walked in her home and flipped the switch but no light came on","After checking the bulbs she learned the fixture was broken.","3","roc","roc"
"A newborn boy is lying in an incubator with many tubes attached.","The baby is in a third world country.","2","snli","snli"
"A man and a woman sitting at a table gambling.","The couple are betting money.","5","snli","snli"
"A guy who caught a giant fish reels it in then picks it up with a extended net.","A fisherman uses a rod to catch a giant fish.","5","snli","snli"
"Ben wanted to play baseball for his school","He practiced at home until he was ready.","3","roc","roc"
"Sandy and Bob set out to break a world record","The record is a fact .","5","roc","joci"
"The school principal implemented a dress code.","Students were expelled from school.","2","copa","copa"
"Popular Liz was sure she 'd make a great class president","She made posters and campaigned for the position.","3","roc","roc"
"Lindsay went to the doctor for stomach pains","The pains are a symptom .","5","roc","joci"
"There was a poor child sitting on the street","The child is an offspring .","5","roc","joci"
"I turned on the TV to listen to the most recent debate","The debate is a public speaking .","5","roc","joci"
"My ex-boyfriend and I were not getting along","He was purposefully doing things to anger me.","5","roc","roc"
"Two men dressed in white robes and red capes ride bicycles while carrying staffs topped with skulls .","The skulls are cracked .","3","snli","joci"
"A city intersection with a man on bike and a store on the corner called SWATCH.","The man is sitting on a bike at an intersection.","5","snli","snli"
