"CONTEXT","HYPOTHESIS","LABEL","CONTEXT_FROM","HYPOTHESIS_FROM","SUBSET"
"A girl with a large pink bow in her hair puts herbs into a clear plastic bag at a market .","The herbs have an effect .","3","SNLI-train","AGCI-WK","AGCI"
"Two ladies show affection that will lead to a kiss .","The affection is obvious .","4","SNLI-train","AGCI-WK","AGCI"
"A stork flying low over the water .","The stork kills fish .","3","SNLI-train","AGCI-WK","AGCI"
"Two comedians performing a routine.","Two funny comedians performing","5","SNLI-train","SNLI-NEUTRAL","SNLI"
"Surfers walking along a seawall as the ocean churns around them .","The seawall is serious .","2","SNLI-train","AGCI-WK","AGCI"
"A man in a long light blue gown is looking over a selection of oranges on a cart .","The gown is a lingerie .","1","SNLI-train","AGCI-WK","AGCI"
"My daughter had As in high school","She thought about becoming a pediatrician.","3","ROCStories-1st","ROCStories-2nd","ROC"
"A man in a black hat talks to a woman outside .","The outside is a region .","4","SNLI-train","AGCI-WK","AGCI"
"A man in a white shit and beret amongst many gold items .","The shit rots in a hell .","1","SNLI-train","AGCI-WK","AGCI"
"A young woman in a green '' Aeropostale '' shirt and a green bracelet with a black purse , looking down with pursed lips .","The bracelet is a poster .","1","SNLI-dev","AGCI-WK","AGCI"
"U.S. servicemen in the presence of locals cutting the ribbon to the grand opening of a new building on base .","The presence is a manner .","4","SNLI-train","AGCI-WK","AGCI"
"Ky just began working in a new position","The position contracts .","1","ROCStories","AGCI-WK","AGCI"
"Girl posing in jeans by an orange Mustang .","The Mustang is the favorite .","3","SNLI-train","AGCI-WK","AGCI"
"A group of older people are sitting in a pub playing various instruments.","The people are playing indoors.","5","SNLI-train","SNLI-ENTAILMENT","SNLI"
"A woman walking on a sidewalk with a metal piece of her bag creating a glare .","The glare is gone except on a mound .","1","SNLI-train","AGCI-WK","AGCI"
"An orthodontist working on a patient , while a man holds the light .","A committee is formed by the orthodontist .","1","SNLI-train","AGCI-WK","AGCI"
"Ashley wanted to make pancakes this morning but she did n't have milk","She to walked to the grocery store to buy some.","5","ROCStories-1st","ROCStories-2nd","ROC"
"Three kids in a golden chariot being pulled by six little dogs .","The chariot is a carriage .","5","SNLI-train","AGCI-WK","AGCI"
"The teacher assigned homework to the students.","The students passed notes.","3","COPA-premise","COPA-effect","COPA"
"A black man uses his vanity mirror to shave his head with a razor .","A stock is traded over the vanity .","1","SNLI-train","AGCI-WK","AGCI"
"Tim invited his neighbors over for a cookout","The neighbors die .","2","ROCStories","AGCI-WK","AGCI"
"A bird flying pass the walkway.","there is an animal in the picture .","4","SNLI-train","AGCI-NN","AGCI"
"a man trying to touch a dolphin or whale or some kind of marine animal","a building is being held .","1","SNLI-train","AGCI-NN","AGCI"
"A man with a gold chain looks on in the city and a woman gasps behind him .","People hold the gasps .","1","SNLI-train","AGCI-WK","AGCI"
"Two men at a fish market filled with boxes of fish and freshly cut fillets study a weight scale .","A president is served with the fillets .","2","SNLI-test","AGCI-WK","AGCI"
"My computer crashed.","I lost all my data.","4","COPA-premise","COPA-effect","COPA"
"Man reading a paper and sitting in front of a sign that says '' Help Fight Homophobia '' .","A person shows the Homophobia .","3","SNLI-train","AGCI-WK","AGCI"
"A military man training his dog for combat .","The combat is solved .","1","SNLI-train","AGCI-WK","AGCI"
"An elderly woman places carrots into a casserole.","An elderly woman puts carrots into a casserole","5","SNLI-train","SNLI-ENTAILMENT","SNLI"
"Athletes wearing helmets and jackets displaying logos of multiple sponsors walk down a road with an audience lined up along the road.","A group of athletes just won a game.","3","SNLI-train","SNLI-NEUTRAL","SNLI"
"An African woman carries a parcel on her head .","The parcel is a collection .","2","SNLI-train","AGCI-WK","AGCI"
"Two people are participating in the sport fencing .","A person sets up the fencing .","3","SNLI-test","AGCI-WK","AGCI"
"A race car on a track has flames shooting from the rear .","An attack takes the rear .","2","SNLI-train","AGCI-WK","AGCI"
"A woman and baby are staring at a flock of pigeons","A plane strikes the flock .","2","SNLI-train","AGCI-WK","AGCI"
"While shielding their eyes, patient onlookers await the arrival of the solar eclipse.","People fly into the sun.","1","SNLI-train","SNLI-CONTRADICTION","SNLI"
"An Asian man in colorful robes holds a bell and leans toward a small table , with Buddhist or Hindu decorations on the table and the walls .","The bell is a curve .","1","SNLI-dev","AGCI-WK","AGCI"
"Two kids discuss their woes around the dinner table .","A mouse solves the woes .","1","SNLI-train","AGCI-WK","AGCI"
"The rain was pouring down.","The storm worsened.","3","COPA-premise","COPA-effect","COPA"
"One woman paints another woman 's face with numerous golden , sparkling swirls .","The swirls nestle on a top .","1","SNLI-train","AGCI-WK","AGCI"
"The kids at school were discussing allowances","So, Jeff lied about how much allowance he got.","3","ROCStories-1st","ROCStories-3rd","ROC"
"Sheep farmers are crouching and preparing to feed their animals as the sheepdog watches closely by .","The sheepdog appears to climb .","2","SNLI-dev","AGCI-WK","AGCI"
"An elderly lady sits among a bounty of food sipping a refreshing beverage while a large straw hat protects her from the sun 's rays .","The bounty is a reward .","2","SNLI-train","AGCI-WK","AGCI"
"A smiling young woman in a red t-shirt , sitting on a stool playing a guitar in a room with guitars on the wall .","A person shares the stool .","3","SNLI-train","AGCI-WK","AGCI"
"people lounge in a man made pool , next to a river","A person reads on the lounge .","1","SNLI-train","AGCI-WK","AGCI"
"Three chefs preparing meals within the kitchen .","The chefs evaporate .","1","SNLI-train","AGCI-WK","AGCI"
"Liz 's babysitter told her that dragons and fairies were n't real","The babysitter is fired .","3","ROCStories","AGCI-WK","AGCI"
"A little girl is eating toppings from an uncooked pizza .","A wife marvels over the toppings .","3","SNLI-train","AGCI-WK","AGCI"
"A young woman wearing pink and blue is performing gymnastic feats while twirling a ribbon .","A person is excited about the feats .","3","SNLI-train","AGCI-WK","AGCI"
"A group of people clap and take pictures of an unseen subject .","The subject comes up .","3","SNLI-dev","AGCI-WK","AGCI"
"A little girl is making a gesture with her fingers and smiling while a boy laughs in the forefront .","A government oversteps the forefront .","1","SNLI-train","AGCI-WK","AGCI"
"A man with a brown coat and blue headscarf is kneeling and tuning a guitar .","A person wears the headscarf .","5","SNLI-train","AGCI-WK","AGCI"
"A man in a black shirt is standing behind a blue SUV .","A person rents the SUV .","3","SNLI-dev","AGCI-WK","AGCI"
"A man and a child wearing cowboy hats are looking at horses running around a pen .","The pen is read .","1","SNLI-train","AGCI-WK","AGCI"
"Two best friends embracing their friendship .","A person develops the friendship .","4","SNLI-train","AGCI-WK","AGCI"
"A janitor is cleaning a museum at night in a comfortable vest .","The museum opens .","4","SNLI-train","AGCI-WK","AGCI"
"Arun dreamt for most of his life of visiting Italy","The life is extended .","2","ROCStories","AGCI-WK","AGCI"
"MeGan tried her friend 's doorbell but nothing happened","A shot misses at the doorbell .","1","ROCStories","AGCI-WK","AGCI"
"A football team running down the field with the quarterback making the kickoff .","The kickoff is a point .","2","SNLI-train","AGCI-WK","AGCI"
"A small child , wearing a big coat and snow boots , is unhappy while she tries to play outside with her playhouse while it is snowing .","The playhouse serves as a laboratory .","2","SNLI-dev","AGCI-WK","AGCI"
"A hair dresser is applying permed on a client 's hair in a salon .","The client is a computer .","1","SNLI-train","AGCI-WK","AGCI"
"Joey was walking near a barbed wire fence","The fence is breached .","2","ROCStories","AGCI-WK","AGCI"
"A firefighter is taking off his mask .","The firefighter dies of an attack .","2","SNLI-train","AGCI-WK","AGCI"
"Two magicians trying to hurry up for a show in town .","The magicians are unlikely to be exceeded by any current player .","2","SNLI-train","AGCI-WK","AGCI"
"People are shopping around Christmas time for decorations .","The decorations are an award .","3","SNLI-test","AGCI-WK","AGCI"
"A soccer player has just shot a penalty kick which the goalkeeper attempts to save it from going in .","The goalkeeper is a hockey player .","2","SNLI-train","AGCI-WK","AGCI"
"Two females and one male looking at various merchandise .","The merchandise rises a percent .","1","SNLI-dev","AGCI-WK","AGCI"
"Two friends met to exchange christmas gifts","They handed each other a card with money in it.","4","ROCStories-1st","ROCStories-2nd","ROC"
"A man in a yellow-and-black cycling outfit kneels against a bike, adjusting its mechanism.","A man is wearing a cycling outfit and fixing his bike for the race.","3","SNLI-train","SNLI-NEUTRAL","SNLI"
"A smiling man is holding up a gavel .","The gavel is slicked .","1","SNLI-test","AGCI-WK","AGCI"
"A young boy helping a girl stretch .","A person continues the stretch .","3","SNLI-train","AGCI-WK","AGCI"
"A girl is performing karate in front of people.","The girl practices karate.","4","SNLI-train","SNLI-ENTAILMENT","SNLI"
"A lab technician looking at a slide under a high-powered microscope.","The lab technician is wearing a white coat.","3","SNLI-train","SNLI-NEUTRAL","SNLI"
"The monster truck driver eyed the ramp for his next stunt","A celebration is tainted by the stunt .","3","ROCStories","AGCI-WK","AGCI"
"A man getting help with fitness from a physical trainer in a gym .","The fitness are soundness .","1","SNLI-train","AGCI-WK","AGCI"
"Beth and Joe went to their cabin retreat for a short break","Sweaty and dirty, they both felt they needed to take a shower.","3","ROCStories-1st","ROCStories-3rd","ROC"
"Two children are sitting in the same wooden lawn chair while a green rake is leaning against the same chair .","A person loves the rake .","2","SNLI-dev","AGCI-WK","AGCI"
"Skateboarder doing a trick at a skate park .","The trick is to find a balance .","3","SNLI-train","AGCI-WK","AGCI"
"Female street entertainer with horns doing a curtsey.","the female has a street .","1","SNLI-train","AGCI-NN","AGCI"
"A man wearing a blue denim shirt is standing in front of a man who is squirting a condiment on something .","The condiment is a hispanic tomato sauce .","3","SNLI-train","AGCI-WK","AGCI"
"A young man and a young women in white lab coats are reading a biology textbook together and looking at a microscope in a laboratory .","A person stashes in the textbook .","1","SNLI-dev","AGCI-WK","AGCI"
"The woman felt compelled to help someone in need.","She donated blood.","3","COPA-premise","COPA-effect","COPA"
"Shoppers and walkers add vibrancy to the street on this pleasant , warm day in the city .","The vibrancy is a timbre .","1","SNLI-train","AGCI-WK","AGCI"
"An adult is attending to child on a crowded path surrounding a body of water .","A person heads down the path .","5","SNLI-train","AGCI-WK","AGCI"
"Arun dreamt for most of his life of visiting Italy","The life is a time period .","5","ROCStories","AGCI-WK","AGCI"
"Several people are standing around a small building with a picture of a wasp painted on the roof and the side .","The wasp punctures a bug .","1","SNLI-train","AGCI-WK","AGCI"
"A corgi jumps off a bale of hay , m water and buildings behind it .","The corgi is the primary competition .","2","SNLI-train","AGCI-WK","AGCI"
"I was tired of my old grey walls","The walls are a partition .","5","ROCStories","AGCI-WK","AGCI"
"A female skier in a green with pink flowers hat skiing .","A person takes up the skiing .","2","SNLI-train","AGCI-WK","AGCI"
"Augustus and Seana were best friends since childhood","A poet recalls the childhood .","3","ROCStories","AGCI-WK","AGCI"
"A white man in a white and black t-shirt , white khaki pants , and black shades is waving his arms and standing in front of a white fence of what looks like an Asian property with pointy roofs , a red flag on a tall pole , and pink flowers .","The property is a concept .","1","SNLI-train","AGCI-WK","AGCI"
"All are dancing with full energy to the music sung by the singer .","A person devotes the energy .","2","SNLI-train","AGCI-WK","AGCI"
"Three skaters appear to be reducing wind resistance to gain speed .","A leader is believed to live the resistance .","1","SNLI-train","AGCI-WK","AGCI"
"A woman in a baseball cap and glasses is choosing a product at a drugstore .","The drugstore is a shop .","5","SNLI-train","AGCI-WK","AGCI"
"Tim was watching tv","He could not find the kids channel.","3","ROCStories-1st","ROCStories-2nd","ROC"
"Three women and two men are standing at the foot of a large staircase holding stringed instruments and a clarinet .","The clarinet is a single-reed instrument .","5","SNLI-test","AGCI-WK","AGCI"
"Today my son and I built a snowman","The snowman is killed by a soldier .","1","ROCStories","AGCI-WK","AGCI"
"Children are playing and swimming in a boy of water with a footbridge in the background .","A right leads to the footbridge .","2","SNLI-test","AGCI-WK","AGCI"
"A woman in a blue sweatshirt is shearing the wool off of a lamb .","The wool looks like a guy .","1","SNLI-dev","AGCI-WK","AGCI"
"Indian people dressed in magnificent bright colors conduct a ritual .","A person begins the ritual .","5","SNLI-dev","AGCI-WK","AGCI"
"Large woman in pink shirt putting on red lipstick .","The lipstick adds to an attraction .","2","SNLI-train","AGCI-WK","AGCI"
"Young boy in swimsuit plays in sprinklers outside","The sprinklers drip .","3","SNLI-dev","AGCI-WK","AGCI"
"A server with a whistle in his mouth is carrying a tray of platters up the stairs .","The server is a dining-room attendant .","5","SNLI-train","AGCI-WK","AGCI"
"A man in a white shirt playing a white guitar standing in front of a microphone with the light casting a somewhat reddish hue on his shirt","a man is playing guitar in front of a church .","3","SNLI-train","AGCI-NN","AGCI"
"An African child attempts a headstand on the front of a boat painted blue and white in water next to a field of crops .","The headstand is notable .","2","SNLI-train","AGCI-WK","AGCI"
"At least 4 people swim in shallow water that grows deeps towards a bridge .","A person illustrates the deeps .","1","SNLI-train","AGCI-WK","AGCI"
"A man standing in front of a building on the phone as two men to the side pain on the side .","The pain is a symptom .","4","SNLI-test","AGCI-WK","AGCI"
"The girl is wearing headphones and holding a Michael Jackson album .","The headphones are convenient .","4","SNLI-train","AGCI-WK","AGCI"
"The young athlete completes the swimming portion of the race .","The portion is healthy .","2","SNLI-train","AGCI-WK","AGCI"
"A white and brown dog is pooping whist attached to leash by a tree.","The dog is running freely through the park.","1","SNLI-train","SNLI-CONTRADICTION","SNLI"
"A line of men in white uniforms with pale blue flaps on their shoulders as well as some type of gold badge on their chest being scolded by a drill sergeant .","The flaps are an agitation .","1","SNLI-train","AGCI-WK","AGCI"
"A little girl with dirty feet is eating a snack from a cup while sitting in a bin .","The bin is a container .","5","SNLI-train","AGCI-WK","AGCI"
"An Asian couple are standing by a fantasy poster .","The poster hangs on a wall .","4","SNLI-train","AGCI-WK","AGCI"
"One guy in shorts and bare chested with tattoos , nipple piercings and wearing a metal necklace has one hand at hip level and the other hand bent upward and positioned very close to a knife that is in his open mouth .","The knife is a weapon .","5","SNLI-train","AGCI-WK","AGCI"
"A young boy wearing goggles working on a simple science project .","Pirates obtain the goggles .","1","SNLI-train","AGCI-WK","AGCI"
"Claire and her husband Tom valued their privacy","The privacy is an isolation .","5","ROCStories","AGCI-WK","AGCI"
"A man drops something , reaching for it while a woman in a beige blazer discusses an important topic .","A person returns to the topic .","3","SNLI-test","AGCI-WK","AGCI"
"Three men at the beach drink beer and use a metal detector .","The detector is a device .","5","SNLI-train","AGCI-WK","AGCI"
"a boy holding onto the wall of an old brick house 's raised foundation .","A person creates the foundation .","3","SNLI-test","AGCI-WK","AGCI"
"Man with a mustache standing next to a woman in a white shirt watching fireworks .","Shoes are equipped with the fireworks .","1","SNLI-train","AGCI-WK","AGCI"
"A crane is being used in the construction or destruction of a building along with a worker spraying water at the building .","The destruction violates an order .","2","SNLI-train","AGCI-WK","AGCI"
"Man wearing sneakers and a gray T-shirt sits on his haunches facing a drum set with electrical cord around him .","The haunches are the tastiest bit .","1","SNLI-train","AGCI-WK","AGCI"
"Two workers wearing orange vests are working on treads .","A person starts to hit the treads .","2","SNLI-dev","AGCI-WK","AGCI"
"This is underwater training in a pool .","A following is a summary of the training .","1","SNLI-train","AGCI-WK","AGCI"
"Two women relax in chairs next to a table laden with party foods , and discuss a multicolored statute near the wall .","The statute is constitutional .","1","SNLI-train","AGCI-WK","AGCI"
"A worker wearing a hazard cone on his head and holding a flare being photographed by two photographers as he leads a parade .","The flare is a solar radiation .","1","SNLI-train","AGCI-WK","AGCI"
"An Asian woman working for UPS packaging , her job .","A drink comes in the packaging .","3","SNLI-train","AGCI-WK","AGCI"
"A man stretches his leg muscles using the iron fence as leverage .","Carriers have the leverage .","1","SNLI-train","AGCI-WK","AGCI"
"A young man lights a lighter while another looks on.","there is a setup","2","SNLI-train","AGCI-NN","AGCI"
"A skip loader moving dirt in a forest while 2 men watch and direct .","The loader resigns .","2","SNLI-train","AGCI-WK","AGCI"
"At the Bedford Avenue subway stop stood a smiling and strumming acoustic guitarist wearing jeans and a colorful vest .","The guitarist speaks on a condition .","3","SNLI-train","AGCI-WK","AGCI"
"A woman in a red shoulder shrug and brown boots walking down a street passed a painted I Love New York wall sign with a doctor .","The shrug is a gesture .","5","SNLI-train","AGCI-WK","AGCI"
"A salesman standing behind a counter of meats .","The salesman is a salesperson .","5","SNLI-train","AGCI-WK","AGCI"
"Two people dressed up in white sheets and pink gloves stare at a snow covered glacier off in the distance .","The sheets are a bed linen .","5","SNLI-train","AGCI-WK","AGCI"
"A mechanic for a race car team is working on the wheels of a race car .","The mechanic is a repairman .","5","SNLI-test","AGCI-WK","AGCI"
"Small blond boy throwing a fit.","Small blond boy throwing a fit because he didn&apos;t get the toy.","3","SNLI-train","SNLI-NEUTRAL","SNLI"
"Last night Ellie needed to get milk from the grocery store","The milk is a foodstuff .","5","ROCStories","AGCI-WK","AGCI"
"Brad had just recently got a new kitty","The kitty is a stake .","1","ROCStories","AGCI-WK","AGCI"
"Three people are in an alley with a dumpster , one skateboarding over the dumpster while the other two look on .","The dumpster is a container .","5","SNLI-train","AGCI-WK","AGCI"
"A man wearing bright orange pants and shirt with white lettering on them and a black belt and boots stands in the street in front of a hotel with his hands on his hips , looking to his left while others stand and walk on the sidewalk behind him , some also looking in the same direction .","A person provides the direction .","2","SNLI-train","AGCI-WK","AGCI"
"I woke up in the middle of the night feeling cold.","I put sweatpants on.","4","COPA-premise","COPA-effect","COPA"
"A baseball pitcher is in the middle of a throw , the ball barely released from his grasp .","A person expresses the grasp .","1","SNLI-train","AGCI-WK","AGCI"
"Jack was with his aunt at an amusement park","The aunt is a kinswoman .","2","ROCStories","AGCI-WK","AGCI"
"A man wearing black jacket poses with a smile .","A person responds with the smile .","3","SNLI-train","AGCI-WK","AGCI"
"Gina 's mother was not happy about bringing her a spare key","A ball hits the key .","2","ROCStories","AGCI-WK","AGCI"
"A painter with a gray t-shirt and tatted arm sketches a mural with extreme precision and focus .","The precision is impressive .","4","SNLI-test","AGCI-WK","AGCI"
"Four older men are playing poker on a patio .","A person could play the poker .","5","SNLI-train","AGCI-WK","AGCI"
"A man stands in front of a street vending booth with his hands crossed awkwardly in front of him while two yellow taxis are seen in the background of the cityscape .","A person comes over in the taxis .","1","SNLI-train","AGCI-WK","AGCI"
"I had a great time on my birthday with - emails and cards from friends","A person sends the emails .","5","ROCStories","AGCI-WK","AGCI"
"Two doctors are working on a surgical procedure .","The procedure is software .","1","SNLI-dev","AGCI-WK","AGCI"
"A woman wearing a mock ancient Egyptian headdress .","Competitors wear the headdress .","3","SNLI-train","AGCI-WK","AGCI"
"A man tells a story as he sits among friends and a couple pints of beer .","The pints go through steps .","1","SNLI-train","AGCI-WK","AGCI"
"An adult is attending to child on a crowded path surrounding a body of water .","Authorities take the path .","2","SNLI-train","AGCI-WK","AGCI"
"A woman ventriloquist is playing with her colorful green and red dragon in a beautiful garden backdrop .","The ventriloquist is a performer .","5","SNLI-train","AGCI-WK","AGCI"
"Two women relax in chairs next to a table laden with party foods , and discuss a multicolored statute near the wall .","The statute is illegal .","2","SNLI-train","AGCI-WK","AGCI"
"Margaret was walking through town","The town cheers .","3","ROCStories","AGCI-WK","AGCI"
"Two women are standing in a wet marsh looking at a tree , there is very long grass surrounding them .","The marsh is a wetland .","5","SNLI-train","AGCI-WK","AGCI"
"Though frail looking , this turbaned woman is able to carry a large pot and a bound bundle of long sticks .","The bundle is a money .","1","SNLI-dev","AGCI-WK","AGCI"
"A woman in a wheelchair is having facial makeup applied by another woman .","The makeup is an event .","1","SNLI-train","AGCI-WK","AGCI"
"Scuba divers prepare to start their dive .","A person shoots the divers .","2","SNLI-train","AGCI-WK","AGCI"
"A young boy stands and watches a British guardsman .","The guardsman is a soldier .","5","SNLI-train","AGCI-WK","AGCI"
"An old woman getting ready to move her belongings after along day auction held at the church compound","The auction is a sale .","5","SNLI-train","AGCI-WK","AGCI"
"People are walking in front of a tourist information building displaying the following on its facade : pain is temporary , quitting lasts forever .","A lot is no more than the facade .","2","SNLI-train","AGCI-WK","AGCI"
"MeGan tried her friend 's doorbell but nothing happened","A person detonates the doorbell .","1","ROCStories","AGCI-WK","AGCI"
"This is when daddy taught her how to ride her scooter .","A person thinks of the daddy .","5","SNLI-test","AGCI-WK","AGCI"
"A person with glasses is performing an aerial trick on a post in the city .","The post is an occupation .","1","SNLI-train","AGCI-WK","AGCI"
"Carly and Simon decided to have a competition","The competition is a social event .","3","ROCStories","AGCI-WK","AGCI"
"A woman fell in the water after riding a wakeboard .","A home is built with the wakeboard .","1","SNLI-test","AGCI-WK","AGCI"
"The sun emerged from the clouds.","The woman glanced at her watch.","3","COPA-premise","COPA-effect","COPA"
"Today my water heater broke","A person looks for the heater .","4","ROCStories","AGCI-WK","AGCI"
"A shepherd counted his flock one evening","He had several more sheep than he had had that morning.","3","ROCStories-1st","ROCStories-2nd","ROC"
"A stork flying low over the water .","A person shoots the stork .","2","SNLI-train","AGCI-WK","AGCI"
"The Pearson 's decided to go on a road trip","It took them awhile to get ready.","3","ROCStories-1st","ROCStories-2nd","ROC"
"A man scuba diving on a coral reef .","Losses are bad in the reef .","2","SNLI-train","AGCI-WK","AGCI"
"Two hurdlers leaping a hurdle on a track .","The hurdlers are an athlete .","5","SNLI-train","AGCI-WK","AGCI"
"A man running in a marathon with the number 9344 on his shirt .","The marathon continues to pick up .","3","SNLI-train","AGCI-WK","AGCI"
"A man plays a recorder to a seagull by a brick wall .","The recorder is there .","5","SNLI-train","AGCI-WK","AGCI"
"A child is doing an activity involving a circular disk with radiating lines on it -LRB- in red and blue , a glue stick , and cut-out numbers .","The disk is basic .","3","SNLI-train","AGCI-WK","AGCI"
"Two young men take a break and have some fries and other snacks .","The fries are a potato .","5","SNLI-train","AGCI-WK","AGCI"
"A male cuts a white cake with blue roses .","A comet reaches about the roses .","1","SNLI-train","AGCI-WK","AGCI"
"An old woman with a cart , looking at china , there are many objects on display on the street .","The china is a porcelain .","5","SNLI-train","AGCI-WK","AGCI"
"Man and woman holding signs that promote the taking of pictures .","The taking is an action .","3","SNLI-train","AGCI-WK","AGCI"
"A carver bent over a statue holding a chisel and a carving hammer of sorts , wearing a black work shirt and safety goggles .","An event is memorialized by the carver .","3","SNLI-train","AGCI-WK","AGCI"
"Stuart brought a rose to school to give to his crush Elizabeth -","They greeted each other in the hallway at school.","3","ROCStories-1st","ROCStories-2nd","ROC"
"A wet , white dog is jumping over obstacles .","The obstacles are financial .","1","SNLI-train","AGCI-WK","AGCI"
"Former New Mexico governor , Bill Richardson in the middle east giving a speech .","The governor is a control .","4","SNLI-train","AGCI-WK","AGCI"
"Cam went on a hike alone in the desert","The hike is a walk .","5","ROCStories","AGCI-WK","AGCI"
"A girl wearing a white polka dotted pink bow in her hair squeezes a bubble in front of her face.","A girl is fast asleep on the bus going to the park.","1","SNLI-train","SNLI-CONTRADICTION","SNLI"
"I was taking my economics exam","I turned the exam booklet to the final question.","4","ROCStories-1st","ROCStories-2nd","ROC"
"A woman holds her mouth wide open as she is placing a stack of crackers in .","An office serves as the stack .","1","SNLI-train","AGCI-WK","AGCI"
"A little girl holding a chicken nugget with chopsticks .","The nugget swallows .","1","SNLI-train","AGCI-WK","AGCI"
"Peoples hands shown shucking fresh oysters .","The oysters are devastated .","2","SNLI-train","AGCI-WK","AGCI"
"A working man is burning logs , he is wearing a hat and white uniform .","A judge orders the burning .","2","SNLI-train","AGCI-WK","AGCI"
"The man is standing behind his opened back hatch of his vehicle .","The hatch is damaged .","3","SNLI-train","AGCI-WK","AGCI"
"Helicopter and boats doing training on an island .","A person leaves the island .","3","SNLI-train","AGCI-WK","AGCI"
"Two men are putting plaster on a building .","The plaster is a dressing .","3","SNLI-train","AGCI-WK","AGCI"
"ON a shantytown lined river , a man in a red shirt paddles a boat while standing .","A building collapses in the shantytown .","2","SNLI-train","AGCI-WK","AGCI"
"A man in a blue and white shirt shows concern for a girl in a suv .","The concern is the bank .","1","SNLI-train","AGCI-WK","AGCI"
"overhead view of two people, a man and a woman, preparing a meal with potatoes.","Two people are eating potatoes with their feet.","2","SNLI-train","SNLI-CONTRADICTION","SNLI"
"The man was lost.","He drew a map.","3","COPA-premise","COPA-effect","COPA"
"Man reading a paper and sitting in front of a sign that says '' Help Fight Homophobia '' .","A military justifies the Homophobia .","2","SNLI-train","AGCI-WK","AGCI"
"woman sitting on a toolbox applying a white substance to her face .","The toolbox lacks a hammer .","3","SNLI-train","AGCI-WK","AGCI"
"Carly and Simon decided to have a competition","The competition is closed .","2","ROCStories","AGCI-WK","AGCI"
"A man is painting a mural along the entrance to an underground garage .","The garage is a repair shop .","2","SNLI-train","AGCI-WK","AGCI"
"Flaming series the - band is - making a music video","The series is a broadcast .","4","ROCStories","AGCI-WK","AGCI"
"Boy in swim trunks jumping on beach","The trunks are a body part .","1","SNLI-train","AGCI-WK","AGCI"
"A young man popping a wheelie on his bicycle while riding down a country road .","The bicycle is a wheeled vehicle .","5","SNLI-train","AGCI-WK","AGCI"
"A young man in all black running in a race on a sidewalk with onlookers sitting in grass behind him .","The running continues to pick up .","3","SNLI-train","AGCI-WK","AGCI"
"Drew arrived to the dentist early in the morning","The dentist does an exam .","5","ROCStories","AGCI-WK","AGCI"
"A boy in a green shirt surrounded by toys and another boy , wearing a blue shirt with penguins , to his left","The penguins kill fish .","1","SNLI-test","AGCI-WK","AGCI"
"This is a broadcasting show where every newscaster is presentable before they start a news-casting show","The newscaster captures an attention .","3","SNLI-train","AGCI-WK","AGCI"
"While some people look in the barn , others walk on the bridge and some are enjoying cooling off in the water by the beach .","A person goes into the barn .","4","SNLI-dev","AGCI-WK","AGCI"
"a basketball player is making a jamming the ball in the basket","A person is practicing for a future high school basketball game.","2","SNLI-train","SNLI-NEUTRAL","SNLI"
"Jack knew that his smoking was a nasty habit","The habit ruins a career .","3","ROCStories","AGCI-WK","AGCI"
"An older workman is standing in wet cement with a trowel .","A guy writes with the trowel .","2","SNLI-train","AGCI-WK","AGCI"
"A man dressed in a red shirt and black tie stands up at a wedding reception to make a speech .","The reception is a greeting .","3","SNLI-test","AGCI-WK","AGCI"
"A man in a green shirt is singing karaoke while a young woman with long brownish hair stands by and listens .","A person keeps the karaoke .","1","SNLI-dev","AGCI-WK","AGCI"
"A radio host having his picture taken .","The host gathers at a hotel .","3","SNLI-train","AGCI-WK","AGCI"
"George read that a farmer 's market would be nearby on the weekend","A person enters the market .","5","ROCStories","AGCI-WK","AGCI"
"Two motorcycle drivers race around a bend at high speeds wearing highly florescent yellow , blue and green colors .","A person runs the drivers .","1","SNLI-train","AGCI-WK","AGCI"
"Benny woke up in the middle of the night","He slowly walked downstairs into the kitchen.","3","ROCStories-1st","ROCStories-2nd","ROC"
"Whole families , including children , donned hard hats to observe the rig on the edge of town .","Crews monitor the rig .","4","SNLI-train","AGCI-WK","AGCI"
"A man is lighting a marijuana roach .","The roach is cut .","2","SNLI-train","AGCI-WK","AGCI"
"A newborn boy is lying in an incubator with many tubes attached.","The baby is in a third world country.","2","SNLI-train","SNLI-NEUTRAL","SNLI"
"Crowds stroll past an elegant and ancient looking structure .","A film considers the ancient .","1","SNLI-train","AGCI-WK","AGCI"
"The tail of the airplane has a yellow circle with what appears to be an animal in the center .","Italics arrive at the center .","1","SNLI-train","AGCI-WK","AGCI"
"Meg 's mom was distraught when she found lice in her daughter 's hair","The lice are triggered by stress .","2","ROCStories","AGCI-WK","AGCI"
"Two young blond girls in white dress with flowers looking at horses pulling a white carriage on a brick road .","The horses are gymnastic apparatus .","1","SNLI-train","AGCI-WK","AGCI"
"Little blond boy climbing a big rock .","A person loves the rock .","2","SNLI-train","AGCI-WK","AGCI"
"A nanny watching her neighbors kids after a long hot day in the city of Las Vegas , Nevada .","The nanny is a keeper .","4","SNLI-train","AGCI-WK","AGCI"
"A bride applies lip balm .","The balm is safe .","4","SNLI-train","AGCI-WK","AGCI"
"Woman stupidly spills coffee while her jerk of a friend watches .","The jerk is meat .","1","SNLI-train","AGCI-WK","AGCI"
"On a patio preparing for a grill-out , the man in the welding mask stirs curiosity from the little girl .","The curiosity is a cognitive state .","4","SNLI-train","AGCI-WK","AGCI"
